Global Rankings,01-01-14,E-government development Index,125,50,number,50,0,GOV
Global Rankings,03-03-17,Global Competitiveness Index,55,30,number,30,0,GOV
Global Rankings,01-01-12,ICT Development Index,141,50,number,50,0,GOV
Global Rankings,01-01-14,Network Readiness Index,88,50,number,50,0,GOV
Global Rankings,01-01-16,Internet Penetration,50,50,number,50,0,GOv
Global Rankings,02-01-16,ICT Literacy,27,50,number,50,0,GOv
